"Longitude","Latitude","Location","Crime.type","Postcode","Town","County"
-6.338825,54.885441,"The Olde Close","Anti-social behaviour","BT435AR","CULLYBACKEY","ANTRIM"
-6.00772,54.759132,"Connswater Street","Anti-social behaviour",,,
-5.976813,54.600604,"High Link","Anti-social behaviour","BT133ED","BELFAST","ANTRIM"
-5.842646,54.856884,"Lindara Drive","Anti-social behaviour","BT402FB","LARNE","ANTRIM"
-6.354751,54.895028,"Shelling Hill Road","Anti-social behaviour",,,
-7.040246,54.465544,"Old Omagh Road","Anti-social behaviour","BT702EZ","BALLYGAWLEY","TYRONE"
-5.672675,54.659957,"Dufferin Avenue","Anti-social behaviour","BT203AB","BANGOR","DOWN"
-5.898364,54.588628,"Euston Street","Anti-social behaviour","BT69AF","BELFAST","DOWN"
-5.930334,54.599189,"Castle Street","Anti-social behaviour","BT307QQ","KILLOUGH","DOWN"
-5.999062,54.754506,"Cameron Court","Anti-social behaviour","BT399UZ","BALLYCLARE","ANTRIM"
-6.212964,54.716799,"Connswater Street","Anti-social behaviour",,,
-5.920302,54.691787,"Twinburn Crescent","Anti-social behaviour","BT370ER","NEWTOWNABBEY","ANTRIM"
-5.932505,54.610691,"Duncairn Parade","Anti-social behaviour","BT152EU","BELFAST","ANTRIM"
-6.368121,54.187922,"Millvale Road","Anti-social behaviour","BT266HR","HILLSBOROUGH","DOWN"
-6.338388,54.175242,"Marcus Street","Anti-social behaviour","BT341ET","NEWRY","DOWN"
-6.368121,54.187922,"Millvale Road","Anti-social behaviour","BT266HR","HILLSBOROUGH","DOWN"
-6.273761,54.350293,"Scarva Walk","Anti-social behaviour","BT323AB","BANBRIDGE","DOWN"
-6.010874,54.572067,"Lenadoon Avenue","Anti-social behaviour","BT119HD","BELFAST","ANTRIM"
-5.450373,54.456447,"Westlea Drive","Anti-social behaviour","BT221EY","PORTAVOGIE","DOWN"
-7.4647,54.827658,"Railway Street","Anti-social behaviour","BT617HP","ARMAGH","ARMAGH"
-6.23121,54.729033,"Connswater Street","Anti-social behaviour",,,
-7.631701,54.344428,"Forthill Road","Anti-social behaviour","BT746AW","ENNISKILLEN","FERMANAGH"
-5.933651,54.595113,"Connswater Street","Anti-social behaviour",,,
-5.874955,54.606765,"Palmerston Road","Anti-social behaviour","BT41QA","BELFAST","DOWN"
-5.955547,54.595727,"Connswater Street","Anti-social behaviour",,,
-5.959064,54.596874,"Earlscourt Street","Anti-social behaviour","BT127AS","BELFAST","ANTRIM"
-5.989628,54.572955,"Connswater Street","Anti-social behaviour",,,
-7.638878,54.344809,"Townhall Street","Anti-social behaviour","BT747BD","ENNISKILLEN","FERMANAGH"
-5.954765,54.614699,"Connswater Street","Anti-social behaviour",,,
-5.887579,54.593445,"Beersbridge Road","Anti-social behaviour","BT55DY","BELFAST","DOWN"
-6.02454,54.510465,"Connswater Street","Anti-social behaviour",,,
-7.327798,55.030151,"Fergleen Park","Anti-social behaviour","BT488LE","LONDONDERRY","LONDONDERRY"
-5.751253,54.546061,"Connswater Street","Anti-social behaviour",,,
-6.682212,55.114416,"Somerset Park","Anti-social behaviour","BT513LH","COLERAINE","LONDONDERRY"
-5.896203,54.576227,"Connswater Street","Anti-social behaviour",,,
-7.355168,55.014382,"Barrs Lane","Anti-social behaviour",,,
-5.709639,54.317538,"Connswater Street","Anti-social behaviour",,,
-6.954542,55.04947,"Connswater Street","Anti-social behaviour",,,
-5.950802,54.615935,"Connswater Street","Anti-social behaviour",,,
-6.68421,55.11371,"Cedar Grove","Anti-social behaviour","BT189QG","HOLYWOOD","DOWN"
-6.74201,54.647632,"Union Street","Anti-social behaviour","BT624AE","PORTADOWN","ARMAGH"
-6.340077,54.181249,"Glensandra","Anti-social behaviour",,,
-6.646715,55.126477,"Connswater Street","Anti-social behaviour",,,
-6.655962,55.126993,"Lodge Park","Anti-social behaviour","BT521UN","COLERAINE","LONDONDERRY"
-5.974811,54.684202,"Dalewood","Anti-social behaviour","BT365WR","NEWTOWNABBEY","ANTRIM"
-5.701757,54.595898,"William Street Mews","Anti-social behaviour","BT234RZ","NEWTOWNARDS","DOWN"
-5.901479,54.597254,"Harvey Court","Anti-social behaviour","BT54HA","BELFAST","DOWN"
-6.664413,54.697173,"Magherafelt Road","Anti-social behaviour","BT455PJ","TOBERMORE","LONDONDERRY"
-6.353661,54.194814,"Fairfield Heights","Anti-social behaviour","BT356SJ","NEWRY","ARMAGH"
-6.330384,54.461152,"Moores Lane","Anti-social behaviour","BT668DW","LURGAN","ARMAGH"
-5.766596,54.547837,"Glen Park","Anti-social behaviour","BT714PP","COALISLAND","TYRONE"
-6.198046,54.553032,"Glenavy Road","Anti-social behaviour","BT283UT","LISBURN","ANTRIM"
-7.340778,54.678971,"Connswater Street","Anti-social behaviour",,,
-5.63503,54.306581,"Ballycruttle Road","Anti-social behaviour","BT307EL","DOWNPATRICK","DOWN"
-5.918781,54.59935,"Rotterdam Court","Anti-social behaviour","BT54DT","BELFAST","DOWN"
-6.950053,55.041068,"Roemill Court","Anti-social behaviour","BT499NP","LIMAVADY","LONDONDERRY"
-6.273283,54.871527,"Devenagh Way","Anti-social behaviour","BT436EW","BALLYMENA","ANTRIM"
-7.325601,55.001753,"Asylum Road","Anti-social behaviour","BT487DL","LONDONDERRY","LONDONDERRY"
-5.933769,54.619958,"Dunmore Avenue","Anti-social behaviour","BT153GR","BELFAST","ANTRIM"
-7.323196,55.035973,"Fernabbey Drive","Anti-social behaviour","BT488RE","LONDONDERRY","LONDONDERRY"
-5.940603,54.258383,"Clarmont Avenue","Anti-social behaviour","BT319BX","CASTLEWELLAN","DOWN"
-6.047732,54.511444,"Bow Street","Anti-social behaviour","BT281AW","LISBURN","ANTRIM"
-7.311401,54.990508,"Connswater Street","Anti-social behaviour",,,
-7.466078,54.814019,"Ballycolman Road","Anti-social behaviour","BT829PH","STRABANE","TYRONE"
-6.332962,54.455779,"Russell Drive","Anti-social behaviour","BT668HD","LURGAN","ARMAGH"
-5.940605,54.600811,"Fingals Court","Anti-social behaviour","BT132DP","BELFAST","ANTRIM"
-5.937639,54.584479,"Elmwood Avenue","Anti-social behaviour","BT96AZ","BELFAST","ANTRIM"
-6.944669,55.039971,"Coolessan Walk","Anti-social behaviour","BT499EN","LIMAVADY","LONDONDERRY"
-5.953155,54.672948,"Glebecoole Drive","Anti-social behaviour","BT366HZ","NEWTOWNABBEY","ANTRIM"
-5.890038,54.212311,"Valentia Place","Anti-social behaviour","BT330EH","NEWCASTLE","DOWN"
-5.925203,54.602102,"Victoria Street","Anti-social behaviour","BT679DG","LURGAN","ARMAGH"
-6.747965,54.647936,"Orritor Crescent","Anti-social behaviour","BT808BQ","COOKSTOWN","TYRONE"
-5.955518,54.619141,"Deerpark Road","Anti-social behaviour","BT147PX","BELFAST","ANTRIM"
-5.440825,54.462895,"Springfield Gardens","Anti-social behaviour","BT221ES","PORTAVOGIE","DOWN"
-7.30036,55.018983,"Gleneagles","Anti-social behaviour","BT449PQ",,"ANTRIM"
-7.462457,54.817282,"Ballycolman Estate","Anti-social behaviour","BT829AJ","STRABANE","TYRONE"
-5.97733,54.590801,"Whiterock Road","Anti-social behaviour","BT127FW","BELFAST","ANTRIM"
-7.278605,55.046442,"Ardanlee","Anti-social behaviour","BT488RR","LONDONDERRY","LONDONDERRY"
-5.964395,54.60478,"Connswater Street","Anti-social behaviour",,,
-7.286493,54.970611,"Ridgeway Drive","Anti-social behaviour","BT473UX","LONDONDERRY","LONDONDERRY"
-5.927313,54.599865,"High Street","Anti-social behaviour","BT248AB","BALLYNAHINCH","DOWN"
-6.774502,55.146182,"Dunboe Gardens","Anti-social behaviour","BT514XN","ARTICLAVE","LONDONDERRY"
-6.213958,54.591767,"Main Street","Anti-social behaviour","BT936HW","DERRYGONNELLY","FERMANAGH"
-5.903265,54.599235,"Connswater Street","Anti-social behaviour",,,
-6.534298,55.079334,"Beckett Avenue","Anti-social behaviour","BT536TX","BALLYMONEY","ANTRIM"
-5.699942,54.577587,"Canberra Gardens","Anti-social behaviour","BT234RN","NEWTOWNARDS","DOWN"
-5.935501,54.613285,"Hallidays Road","Anti-social behaviour","BT152LR","BELFAST","ANTRIM"
-5.933149,54.625177,"Somerton Road","Anti-social behaviour","BT154DH","BELFAST","ANTRIM"
-6.663686,55.133707,"Railway Place","Anti-social behaviour","BT521PQ","COLERAINE","LONDONDERRY"
-6.941795,55.040395,"Glenview Drive","Anti-social behaviour","BT490RZ","LIMAVADY","LONDONDERRY"
-6.196334,54.731332,"Connswater Street","Anti-social behaviour",,,
-6.2783,54.875165,"Sandown Park","Anti-social behaviour","BT282EN","LISBURN","ANTRIM"
-5.900468,54.556759,"Glenholm Drive","Anti-social behaviour","BT86LW","BELFAST","DOWN"
-5.987889,54.594427,"Springfield Road","Anti-social behaviour","BT205BZ","BANGOR","DOWN"
-5.960744,54.631045,"Ballysillan Road","Anti-social behaviour","BT146RE","BELFAST","ANTRIM"
-7.460293,54.818584,"Ballycolman Estate","Anti-social behaviour","BT829AJ","STRABANE","TYRONE"
-6.351678,54.174185,"Altmore Gardens","Anti-social behaviour","BT358EX","NEWRY","ARMAGH"
-7.449785,54.829442,"Ballee Grove","Anti-social behaviour","BT828RP","STRABANE","TYRONE"
-6.740384,54.650615,"Beechway","Anti-social behaviour","BT808LG","COOKSTOWN","TYRONE"
-6.453803,54.433011,"Ballyoran Park","Anti-social behaviour","BT621JS","PORTADOWN","ARMAGH"
-5.770608,54.496955,"Moss Road","Anti-social behaviour","BT222DS","MILLISLE","DOWN"
-6.70488,54.538814,"Dungannon Road","Anti-social behaviour","BT714HP","COALISLAND","TYRONE"
-5.873313,54.574443,"Casaeldona Park","Anti-social behaviour","BT69RB","CASTLEREAGH","DOWN"
-6.943773,55.044311,"Greystone Park","Anti-social behaviour","BT490EQ","LIMAVADY","LONDONDERRY"
-5.962496,54.669691,"Rural Gardens","Anti-social behaviour","BT367UD","NEWTOWNABBEY","ANTRIM"
-6.936923,55.044233,"Drumachose Park","Anti-social behaviour","BT490NZ","LIMAVADY","LONDONDERRY"
-6.703511,54.248189,"High Street","Anti-social behaviour","BT248AB","BALLYNAHINCH","DOWN"
-6.780717,54.503352,"Ballygawley Road","Anti-social behaviour","BT701EL","DUNGANNON","TYRONE"
-5.961492,54.63157,"Carrs Glen Park","Anti-social behaviour","BT148HF","BELFAST","ANTRIM"
-6.943048,55.040343,"Glenmill Park","Anti-social behaviour","BT490RS","LIMAVADY","LONDONDERRY"
-7.316331,54.984464,"Bards Hill","Anti-social behaviour","BT472DR","LONDONDERRY","LONDONDERRY"
-6.948169,55.043118,"Roe Mill Gardens","Anti-social behaviour","BT499AU","LIMAVADY","LONDONDERRY"
-5.926106,54.582198,"Carmel Street","Anti-social behaviour","BT71QE","BELFAST","ANTRIM"
-7.641261,54.353737,"Braeside Park","Anti-social behaviour","BT366AS","NEWTOWNABBEY","ANTRIM"
-6.215687,54.737134,"Argyll Street","Anti-social behaviour","BT412TW","ANTRIM","ANTRIM"
-6.767631,54.500129,"Mark Street","Anti-social behaviour","BT234DT","NEWTOWNARDS","DOWN"
-5.893291,54.556832,"Windrush Park","Anti-social behaviour","BT86LZ","BELFAST","DOWN"
-5.929328,54.598579,"Castle Lane","Anti-social behaviour","BT235EB","COMBER","DOWN"
-6.352147,54.180112,"Hospital Road","Anti-social behaviour","BT358PW","NEWRY","ARMAGH"
-5.542194,54.644655,"East Street","Anti-social behaviour","BT237DD","NEWTOWNARDS","DOWN"
-5.969937,54.621846,"Wheatfield Drive","Anti-social behaviour","BT147JW","BELFAST","ANTRIM"
-7.307101,54.994364,"Connswater Street","Anti-social behaviour",,,
-6.359395,54.183132,"Parkhead Crescent","Anti-social behaviour","BT358PE","NEWRY","ARMAGH"
-6.005964,54.748726,"Fernlea Gardens","Anti-social behaviour","BT399EJ","BALLYCLARE","ANTRIM"
-5.935468,54.590085,"St. Georges Gardens","Anti-social behaviour",,,
-5.960208,54.629059,"Joanmount Park","Anti-social behaviour","BT146PG","BELFAST","ANTRIM"
-5.877882,54.604956,"Strandburn Parade","Anti-social behaviour","BT41LZ","BELFAST","DOWN"
-5.954752,54.589038,"Connswater Street","Anti-social behaviour",,,
-5.765074,54.450703,"Alder Lane","Anti-social behaviour","BT247BF","SAINTFIELD","DOWN"
-6.66165,55.120983,"Connswater Street","Anti-social behaviour",,,
-6.273489,54.426058,"Milltown Road","Anti-social behaviour","BT667NF","DONAGHCLONEY","DOWN"
-6.069677,54.516972,"Drumard Drive","Anti-social behaviour","BT282HY","LISBURN","ANTRIM"
-6.467694,54.87578,"Garvaghy Crescent","Anti-social behaviour","BT448QW","PORTGLENONE","ANTRIM"
-5.97396,54.665805,"Hollybrook Grange","Anti-social behaviour","BT364ZP","NEWTOWNABBEY","ANTRIM"
-6.019119,54.560234,"Corrina Park","Anti-social behaviour","BT170HA","DUNMURRY","ANTRIM"
-6.235924,54.428156,"Lisnasure Road","Anti-social behaviour","BT667NN","DONAGHCLONEY","DOWN"
-5.943524,54.588955,"Colchester Park","Anti-social behaviour","BT125PZ","BELFAST","ANTRIM"
-5.885035,54.577138,"Merok Crescent","Anti-social behaviour","BT69LZ","BELFAST","DOWN"
-5.707588,54.316277,"Ballymote Park","Anti-social behaviour","BT306RW","DOWNPATRICK","DOWN"
-6.447791,54.424067,"Park Road","Anti-social behaviour","BT621BH","PORTADOWN","ARMAGH"
-6.667146,55.133386,"Brook Street","Anti-social behaviour","BT521PP","COLERAINE","LONDONDERRY"
-6.050356,54.508881,"Manor Drive","Anti-social behaviour","BT281QX","LISBURN","ANTRIM"
-6.003937,54.751092,"Chisholm Mews","Anti-social behaviour","BT399FN","BALLYCLARE","ANTRIM"
-5.943389,54.583966,"Lisburn Road","Anti-social behaviour","BT97GY","BELFAST","ANTRIM"
-5.948095,54.66908,"Collinward Grove","Anti-social behaviour","BT366DQ","NEWTOWNABBEY","ANTRIM"
-5.909288,54.220608,"Ardaluin Court","Anti-social behaviour","BT330RT","NEWCASTLE","DOWN"
-6.025333,54.540416,"Killeaton Gardens","Anti-social behaviour","BT179HF","DUNMURRY","ANTRIM"
-6.364262,54.450816,"Connswater Street","Anti-social behaviour",,,
-5.927784,54.603997,"Academy Street","Anti-social behaviour","BT12LS","BELFAST","ANTRIM"
-6.141623,54.195494,"Main Street","Anti-social behaviour","BT936HW","DERRYGONNELLY","FERMANAGH"
-7.089307,55.036801,"Clooney Road","Anti-social behaviour","BT473DZ","GREYSTEEL","LONDONDERRY"
-5.700957,54.650434,"Inishargie Gardens","Anti-social behaviour","BT191SN","BANGOR","DOWN"
-5.687886,54.648127,"Rostrevor Drive","Anti-social behaviour","BT191AG","BANGOR","DOWN"
-6.735485,54.644725,"Woodland Drive","Anti-social behaviour","BT379SF","NEWTOWNABBEY","ANTRIM"
-6.050008,54.554411,"Mount Eagles Avenue","Anti-social behaviour","BT170GT","DUNMURRY","ANTRIM"
-6.275819,54.868688,"Thomas Street","Anti-social behaviour","BT701HN","DUNGANNON","TYRONE"
-6.005284,54.75876,"Erskine Park","Anti-social behaviour","BT399BY","BALLYCLARE","ANTRIM"
-5.928779,54.6106,"Hardinge Place","Anti-social behaviour","BT152HX","BELFAST","ANTRIM"
-5.802918,54.59298,"Church Road","Anti-social behaviour","BT189BU","HOLYWOOD","DOWN"
-7.330341,54.617056,"Beltany Road","Anti-social behaviour","BT785NA","OMAGH","TYRONE"
-6.700947,54.244846,"Carbry Heights","Anti-social behaviour","BT603AW","KEADY","ARMAGH"
-6.158616,54.192412,"Newry Road","Anti-social behaviour","BT323NB","BANBRIDGE","DOWN"
-7.319723,54.993609,"Horace Street","Anti-social behaviour","BT486JS","LONDONDERRY","LONDONDERRY"
-5.958754,54.612637,"Brookfield Place","Anti-social behaviour","BT147FN","BELFAST","ANTRIM"
-5.993493,54.588707,"Monagh Road","Anti-social behaviour","BT118EF","BELFAST","ANTRIM"
-6.270978,54.347702,"The Cut","Anti-social behaviour","BT324EW","BANBRIDGE","DOWN"
-6.415051,54.424845,"Killycomain Drive","Anti-social behaviour","BT635JR","PORTADOWN","ARMAGH"
-6.596197,54.753718,"Sandy Braes","Anti-social behaviour","BT456PN","MAGHERAFELT","LONDONDERRY"
-6.337123,54.468388,"Derry Street","Anti-social behaviour","BT679DE","LURGAN","ARMAGH"
-6.358575,54.183336,"Parkhead Crescent","Anti-social behaviour","BT358PE","NEWRY","ARMAGH"
-5.891737,54.598019,"Connswater Street","Anti-social behaviour","BT41HT","BELFAST","DOWN"
-6.411058,54.354794,"Austin Drive","Anti-social behaviour","BT622AS","TANDRAGEE","ARMAGH"
-7.301559,54.986032,"Clondermott Park","Anti-social behaviour","BT472LF","LONDONDERRY","LONDONDERRY"
-5.933651,54.595113,"Connswater Street","Anti-social behaviour",,,
-6.013959,54.744051,"Huntingdale Court","Anti-social behaviour","BT399FD","BALLYCLARE","ANTRIM"
-6.071181,54.516196,"Drumard Drive","Anti-social behaviour","BT282HY","LISBURN","ANTRIM"
-5.942405,54.598874,"Milford Street","Anti-social behaviour","BT124SD","BELFAST","ANTRIM"
-5.947632,54.677033,"Archvale Drive","Anti-social behaviour","BT366LW","NEWTOWNABBEY","ANTRIM"
-5.638213,54.648058,"Cloverhill Park","Anti-social behaviour","BT513RF","COLERAINE","LONDONDERRY"
-5.671336,54.660875,"Connswater Street","Anti-social behaviour",,,
-5.895986,54.588542,"Castlereagh Road","Anti-social behaviour","BT55FF","BELFAST","DOWN"
-6.399679,54.195084,"Church Road","Anti-social behaviour","BT189BU","HOLYWOOD","DOWN"
-6.185606,54.713625,"Bleerick Drive","Anti-social behaviour","BT411HU","ANTRIM","ANTRIM"
-6.780064,54.506122,"Springdale","Anti-social behaviour","BT701EJ","DUNGANNON","TYRONE"
-7.294025,54.586728,"Oak Rise","Anti-social behaviour","BT781TN","OMAGH","TYRONE"
-6.653272,54.347777,"Connswater Street","Anti-social behaviour",,,
-5.866017,54.578789,"Castleview Court","Anti-social behaviour","BT797RD","OMAGH","TYRONE"
-6.617981,54.7567,"Rainey Court","Anti-social behaviour","BT455BX","MAGHERAFELT","LONDONDERRY"
-6.434238,54.488939,"Derrycor Lane","Anti-social behaviour",,,
-5.641398,54.661553,"Ashley Drive","Anti-social behaviour","BT97BE","BELFAST","ANTRIM"
-5.665981,54.661284,"Bingham Street East","Anti-social behaviour","BT205DP","BANGOR","DOWN"
-6.774888,54.505225,"Donaghmore Road","Anti-social behaviour","BT701HB","DUNGANNON","TYRONE"
-5.781839,54.596171,"Carrowreagh Road","Anti-social behaviour","BT161QT","DUNDONALD","DOWN"
-6.142014,54.193271,"Ardmore Park","Anti-social behaviour","BT345TR","HILLTOWN","DOWN"
-5.84333,54.856322,"Lindara Park","Anti-social behaviour","BT402GD","LARNE","ANTRIM"
-6.273283,54.871527,"Devenagh Way","Anti-social behaviour","BT436EW","BALLYMENA","ANTRIM"
-5.923269,54.580208,"Connswater Street","Anti-social behaviour",,,
-6.186222,54.702961,"Connswater Street","Anti-social behaviour",,,
-5.952694,54.569937,"Osborne Gardens","Anti-social behaviour","BT324BD","BANBRIDGE","DOWN"
-5.869655,54.596222,"Connswater Street","Anti-social behaviour",,,
-5.923358,54.600947,"Queens Square","Anti-social behaviour","BT13FF","BELFAST","ANTRIM"
-6.301029,54.43564,"Primary Walk","Anti-social behaviour","BT667RB","WARINGSTOWN","DOWN"
-5.666227,54.596162,"Heron Ridge","Anti-social behaviour","BT238WL","NEWTOWNARDS","DOWN"
-5.942415,54.686675,"Ravelston Avenue","Anti-social behaviour","BT366PF","NEWTOWNABBEY","ANTRIM"
-5.693269,54.648005,"Clandeboye Drive","Anti-social behaviour","BT54PF","BELFAST","DOWN"
-5.94012,54.622052,"Marsden Gardens","Anti-social behaviour","BT155AL","BELFAST","ANTRIM"
-5.905309,54.563645,"Glencregagh Road","Anti-social behaviour","BT86FZ","BELFAST","DOWN"
-6.020483,54.061557,"The Brambles","Anti-social behaviour","BT282XY","LISBURN","ANTRIM"
-6.335962,54.177293,"Upper Water Street","Anti-social behaviour","BT341DJ","NEWRY","DOWN"
-7.323343,55.030072,"Brookdale Park","Anti-social behaviour","BT488HQ","LONDONDERRY","LONDONDERRY"
-6.520227,55.058394,"Cambourne Crescent","Anti-social behaviour","BT234WA","NEWTOWNARDS","DOWN"
-5.702351,54.595523,"West Street","Anti-social behaviour","BT234EN","NEWTOWNARDS","DOWN"
-7.336893,54.981326,"Hazelwood Avenue","Anti-social behaviour","BT170SY","DUNMURRY","ANTRIM"
-6.748208,54.650616,"Millburn Park","Anti-social behaviour","BT808HQ","COOKSTOWN","TYRONE"
-5.969898,54.691919,"Ballyclare Road","Anti-social behaviour","BT365EX","NEWTOWNABBEY","ANTRIM"
-5.936452,54.587146,"Connswater Street","Anti-social behaviour",,,
-6.4418,54.423594,"Meadow Lane","Anti-social behaviour","BT745NU","ENNISKILLEN","FERMANAGH"
-5.917997,54.594404,"Connswater Street","Anti-social behaviour",,,
-5.626715,54.333574,"Ballytrustan Road","Anti-social behaviour","BT307AQ","DOWNPATRICK","DOWN"
-7.330553,55.004664,"Academy Road","Anti-social behaviour","BT487LA","LONDONDERRY","LONDONDERRY"
-5.81019,54.714537,"West Street","Anti-social behaviour","BT234EN","NEWTOWNARDS","DOWN"
-6.273196,54.350555,"Victoria Gardens","Anti-social behaviour","BT679AZ","LURGAN","ARMAGH"
-6.62231,55.156854,"Drumadragh","Anti-social behaviour","BT522PA","COLERAINE","LONDONDERRY"
-5.953232,54.634746,"Mount Coole Park","Anti-social behaviour","BT148JR","BELFAST","ANTRIM"
-6.791005,54.654572,"Orritor Road","Anti-social behaviour","BT808BN","COOKSTOWN","TYRONE"
-5.91249,54.558072,"Connswater Street","Anti-social behaviour",,,
-7.320302,55.023058,"Carnhill","Anti-social behaviour","BT488BA","LONDONDERRY","LONDONDERRY"
-6.669715,54.348652,"Ard Ri Park","Anti-social behaviour","BT604JS","ARMAGH","ARMAGH"
-5.885402,54.598421,"Cheviot Avenue","Anti-social behaviour","BT43AG","BELFAST","DOWN"
-6.247794,55.202263,"Ann Street","Anti-social behaviour","BT546AA","BALLYCASTLE","ANTRIM"
-6.656545,54.350222,"Edward Street","Anti-social behaviour","BT356AN","NEWRY","DOWN"
-5.600319,54.31817,"Crew Road","Anti-social behaviour","BT307HB","ARDGLASS","DOWN"
-5.944123,54.614222,"Roseleigh Street","Anti-social behaviour","BT146GQ","BELFAST","ANTRIM"
-6.774922,54.346612,"Main Street","Anti-social behaviour","BT936HW","DERRYGONNELLY","FERMANAGH"
-6.658658,54.345322,"Connswater Street","Anti-social behaviour",,,
-7.317373,55.010537,"Strand Road","Anti-social behaviour","BT487AD","LONDONDERRY","LONDONDERRY"
-5.938036,54.625593,"Salisbury Avenue","Anti-social behaviour","BT155DY","BELFAST","ANTRIM"
-7.308576,54.996744,"Bonds Street","Anti-social behaviour","BT476EF","LONDONDERRY","LONDONDERRY"
-6.277867,54.860838,"Patrick Place","Anti-social behaviour","BT422BA","BALLYMENA","ANTRIM"
-5.930334,54.599189,"Castle Street","Anti-social behaviour","BT307QQ","KILLOUGH","DOWN"
-5.672675,54.659957,"Dufferin Avenue","Anti-social behaviour","BT203AB","BANGOR","DOWN"
-6.016152,54.564022,"Margaretta Park","Anti-social behaviour","BT170JQ","DUNMURRY","ANTRIM"
-5.933066,54.591086,"Dublin Road","Anti-social behaviour","BT358QP","NEWRY","ARMAGH"
-5.893519,54.206882,"Bryansford Road","Anti-social behaviour","BT330HJ","NEWCASTLE","DOWN"
-6.331305,54.455954,"Colban Crescent","Anti-social behaviour","BT668HY","LURGAN","ARMAGH"
-6.009874,54.748476,"Grange Valley Crescent","Anti-social behaviour","BT399AY","BALLYCLARE","ANTRIM"
-7.632441,54.356289,"Hillview Walk","Anti-social behaviour","BT746HA","ENNISKILLEN","FERMANAGH"
-5.984144,54.584419,"Connswater Street","Anti-social behaviour",,,
-6.065388,54.525044,"Brambling Close","Anti-social behaviour","BT283PN","LISBURN","ANTRIM"
-6.330043,54.466888,"Oakleigh Heights","Anti-social behaviour","BT679BY","LURGAN","ARMAGH"
-5.955547,54.595727,"Connswater Street","Anti-social behaviour",,,
-5.974605,54.617953,"Abbeydale Drive","Anti-social behaviour","BT238RU","NEWTOWNARDS","DOWN"
-6.443864,54.417529,"Thomas Street","Anti-social behaviour","BT701HN","DUNGANNON","TYRONE"
-6.320833,54.482367,"Tarry Lane","Anti-social behaviour","BT679LQ","LURGAN","ARMAGH"
-5.795353,54.594379,"Davarr Avenue","Anti-social behaviour","BT162NT","DUNDONALD","DOWN"
-5.894311,54.582322,"Ladas Way","Anti-social behaviour","BT69ND","BELFAST","DOWN"
-6.042678,54.510895,"Market Square","Anti-social behaviour","BT414DN","ANTRIM","ANTRIM"
-5.928554,54.600102,"Winecellar Entry","Anti-social behaviour","BT11QN","BELFAST","ANTRIM"
-6.209654,54.893084,"Shane Court","Anti-social behaviour","BT424JR","BROUGHSHANE","ANTRIM"
-6.042847,54.507043,"Crommelin Place","Anti-social behaviour","BT281YL","LISBURN","ANTRIM"
-5.963415,54.677353,"Connswater Street","Anti-social behaviour",,,
-7.322812,54.999402,"Great James Street","Anti-social behaviour","BT487BZ","LONDONDERRY","LONDONDERRY"
-5.980209,54.580166,"Falls Road","Anti-social behaviour","BT119AB","BELFAST","ANTRIM"
-6.178737,54.710045,"Willowdale","Anti-social behaviour","BT537LX","BALLYMONEY","ANTRIM"
-5.968582,54.600879,"Watermouth Crescent","Anti-social behaviour","BT127FH","BELFAST","ANTRIM"
-6.399679,54.195084,"Church Road","Anti-social behaviour","BT189BU","HOLYWOOD","DOWN"
-5.980273,54.577301,"Kennedy Way","Anti-social behaviour","BT119AP","BELFAST","ANTRIM"
-6.073626,54.523288,"Edenvale Gardens","Anti-social behaviour","BT282UT","LISBURN","ANTRIM"
-6.613986,54.761775,"Connswater Street","Anti-social behaviour",,,
-6.275819,54.868688,"Thomas Street","Anti-social behaviour","BT701HN","DUNGANNON","TYRONE"
-6.704167,54.493545,"Cavan Road","Anti-social behaviour","BT716QW","DUNGANNON","TYRONE"
-5.889551,54.21224,"Main Street","Anti-social behaviour","BT936HW","DERRYGONNELLY","FERMANAGH"
-7.468321,54.823291,"Ballycolman Avenue","Anti-social behaviour","BT829AF","STRABANE","TYRONE"
-6.063984,54.517501,"Thornleigh Drive","Anti-social behaviour","BT282DA","LISBURN","ANTRIM"
-6.346193,54.171926,"Connswater Street","Anti-social behaviour",,,
-5.958754,54.612637,"Brookfield Place","Anti-social behaviour","BT147FN","BELFAST","ANTRIM"
-6.264111,54.351547,"Burnview Terrace","Anti-social behaviour","BT324DJ","BANBRIDGE","DOWN"
-5.814448,54.712692,"Belfast Road","Anti-social behaviour","BT248EB","BALLYNAHINCH","DOWN"
-5.872615,54.608602,"Inverwood Gardens","Anti-social behaviour","BT41RG","BELFAST","DOWN"
-7.321907,54.999307,"Strand Road","Anti-social behaviour","BT487AD","LONDONDERRY","LONDONDERRY"
-5.946853,54.632544,"Shandarragh Park","Anti-social behaviour","BT155FJ","BELFAST","ANTRIM"
-6.153683,54.413027,"Bishopshill","Anti-social behaviour","BT251FL","DROMORE","DOWN"
-6.244744,54.110245,"Dallan Hill","Anti-social behaviour","BT343SH","WARRENPOINT","DOWN"
-6.270823,54.86603,"Glenravel Park","Anti-social behaviour","BT437AG","BALLYMENA","ANTRIM"
-6.037326,54.507232,"Ballynahinch Road","Anti-social behaviour","BT275EZ","LISBURN","ANTRIM"
-6.63886,54.786241,"Grange Lane","Anti-social behaviour","BT455EU","MAGHERAFELT","LONDONDERRY"
-5.927226,54.577509,"Annadale Embankment","Anti-social behaviour","BT999AA","ANTRIM","ANTRIM"
